S.No,Batch,Student_id(Matrix Id),Roll No,Student Name,Gender,Shift,Section,Program,Status,Student Mobile No.,Student Email,Father Name,Father Mobile No,Mother Name,Mother Mobile No,P Address,T Address,DOB ES,DOB BS,Blood Group,Previous GPA,Previous School,Optional Subject,Local Guardain Name,Local Guardain No
1022,2020,3188,,Nishant Bhandari,Female,Day,A,BICT,Running,,1022abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1023,2020,3189,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1023abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1024,2020,3190,,Piya Gurung,Female,Day,A,BICT,Running,,1024abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1025,2020,3191,,Poshan Gurung,Female,Day,A,BICT,Running,,1025abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1026,2020,3192,,Prasansha Subba,Female,Day,A,BICT,Running,,1026abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1027,2020,3193,,Pritishma Shah,Female,Day,A,BICT,Running,,1027abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1028,2020,3194,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1028abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1029,2020,3195,,Sarika Koirala,Female,Day,A,BICT,Running,,1029abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1030,2020,3196,,Sarthak Thapa,Female,Day,A,BICT,Running,,1030abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1031,2020,3197,,Shruti Chhetri,Female,Day,A,BICT,Running,,1031abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1032,2020,3198,,Smriti K.C.,Female,Day,A,BICT,Running,,1032abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1033,2020,3199,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1033abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1034,2020,3200,,Sulav Shrestha,Female,Day,A,BICT,Running,,1034abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1035,2020,3201,,Vijita Raut,Female,Day,A,BICT,Running,,1035abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1036,2020,3202,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1036abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1037,2020,3203,,Aakash Pal,Female,Day,A,BICT,Running,,1037abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1038,2020,3204,,Aayusha Karki,Female,Day,A,BICT,Running,,1038abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1039,2020,3205,,Amogh Guragai,Female,Day,A,BICT,Running,,1039abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1040,2020,3206,,Ashish Sherpa,Female,Day,A,BICT,Running,,1040abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1041,2020,3207,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1041abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1042,2020,3208,,Barish Rai,Female,Day,A,BICT,Running,,1042abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1043,2020,3209,,Denisha Basnet,Female,Day,A,BICT,Running,,1043abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1044,2020,3210,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1044abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1045,2020,3211,,Jackson Shahi,Female,Day,A,BICT,Running,,1045abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1046,2020,3212,,Jaya Gupta,Female,Day,A,BICT,Running,,1046abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1047,2020,3213,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1047abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1048,2020,3214,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1048abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1049,2020,3215,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1049abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1050,2020,3216,,Krishna Nepal,Female,Day,A,BICT,Running,,1050abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1051,2020,3217,,Kriti Chhetri,Female,Day,A,BICT,Running,,1051abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1052,2020,3218,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1052abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1053,2020,3219,,Kritika Singh,Female,Day,A,BICT,Running,,1053abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1054,2020,3220,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1054abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1055,2020,3221,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1055abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1056,2020,3222,,Manjari Lohani,Female,Day,A,BICT,Running,,1056abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1057,2020,3223,,Miksee Rai,Female,Day,A,BICT,Running,,1057abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1058,2020,3224,,Nigesh Pun,Female,Day,A,BICT,Running,,1058abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1059,2020,3225,,Nishant Bhandari,Female,Day,A,BICT,Running,,1059abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1060,2020,3226,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1060abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1061,2020,3227,,Piya Gurung,Female,Day,A,BICT,Running,,1061abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1062,2020,3228,,Poshan Gurung,Female,Day,A,BICT,Running,,1062abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1063,2020,3229,,Prasansha Subba,Female,Day,A,BICT,Running,,1063abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1064,2020,3230,,Pritishma Shah,Female,Day,A,BICT,Running,,1064abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1065,2020,3231,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1065abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1066,2020,3232,,Sarika Koirala,Female,Day,A,BICT,Running,,1066abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1067,2020,3233,,Sarthak Thapa,Female,Day,A,BICT,Running,,1067abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1068,2020,3234,,Shruti Chhetri,Female,Day,A,BICT,Running,,1068abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1069,2020,3235,,Smriti K.C.,Female,Day,A,BICT,Running,,1069abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1070,2020,3236,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1070abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1071,2020,3237,,Sulav Shrestha,Female,Day,A,BICT,Running,,1071abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1072,2020,3238,,Vijita Raut,Female,Day,A,BICT,Running,,1072abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1073,2020,3239,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1073abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1074,2020,3240,,Aakash Pal,Female,Day,A,BICT,Running,,1074abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1075,2020,3241,,Aayusha Karki,Female,Day,A,BICT,Running,,1075abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1076,2020,3242,,Amogh Guragai,Female,Day,A,BICT,Running,,1076abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1077,2020,3243,,Ashish Sherpa,Female,Day,A,BICT,Running,,1077abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1078,2020,3244,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1078abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1079,2020,3245,,Barish Rai,Female,Day,A,BICT,Running,,1079abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1080,2020,3246,,Denisha Basnet,Female,Day,A,BICT,Running,,1080abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1081,2020,3247,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1081abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1082,2020,3248,,Jackson Shahi,Female,Day,A,BICT,Running,,1082abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1083,2020,3249,,Jaya Gupta,Female,Day,A,BICT,Running,,1083abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1084,2020,3250,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1084abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1085,2020,3251,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1085abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1086,2020,3252,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1086abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1087,2020,3253,,Krishna Nepal,Female,Day,A,BICT,Running,,1087abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1088,2020,3254,,Kriti Chhetri,Female,Day,A,BICT,Running,,1088abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1089,2020,3255,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1089abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1090,2020,3256,,Kritika Singh,Female,Day,A,BICT,Running,,1090abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1091,2020,3257,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1091abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1092,2020,3258,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1092abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1093,2020,3259,,Manjari Lohani,Female,Day,A,BICT,Running,,1093abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1094,2020,3260,,Miksee Rai,Female,Day,A,BICT,Running,,1094abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1095,2020,3261,,Nigesh Pun,Female,Day,A,BICT,Running,,1095abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1096,2020,3262,,Nishant Bhandari,Female,Day,A,BICT,Running,,1096abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1097,2020,3263,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1097abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1098,2020,3264,,Piya Gurung,Female,Day,A,BICT,Running,,1098abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1099,2020,3265,,Poshan Gurung,Female,Day,A,BICT,Running,,1099abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1100,2020,3266,,Prasansha Subba,Female,Day,A,BICT,Running,,1100abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1101,2020,3267,,Pritishma Shah,Female,Day,A,BICT,Running,,1101abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1102,2020,3268,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1102abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1103,2020,3269,,Sarika Koirala,Female,Day,A,BICT,Running,,1103abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1104,2020,3270,,Sarthak Thapa,Female,Day,A,BICT,Running,,1104abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1105,2020,3271,,Shruti Chhetri,Female,Day,A,BICT,Running,,1105abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1106,2020,3272,,Smriti K.C.,Female,Day,A,BICT,Running,,1106abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1107,2020,3273,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1107abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1108,2020,3274,,Sulav Shrestha,Female,Day,A,BICT,Running,,1108abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1109,2020,3275,,Vijita Raut,Female,Day,A,BICT,Running,,1109abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1110,2020,3276,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1110abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1111,2020,3277,,Aakash Pal,Female,Day,A,BICT,Running,,1111abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1112,2020,3278,,Aayusha Karki,Female,Day,A,BICT,Running,,1112abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1113,2020,3279,,Amogh Guragai,Female,Day,A,BICT,Running,,1113abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1114,2020,3280,,Ashish Sherpa,Female,Day,A,BICT,Running,,1114abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1115,2020,3281,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1115abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1116,2020,3282,,Barish Rai,Female,Day,A,BICT,Running,,1116abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1117,2020,3283,,Denisha Basnet,Female,Day,A,BICT,Running,,1117abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1118,2020,3284,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1118abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1119,2020,3285,,Jackson Shahi,Female,Day,A,BICT,Running,,1119abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1120,2020,3286,,Jaya Gupta,Female,Day,A,BICT,Running,,1120abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1121,2020,3287,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1121abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1122,2020,3288,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1122abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1123,2020,3289,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1123abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1124,2020,3290,,Krishna Nepal,Female,Day,A,BICT,Running,,1124abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1125,2020,3291,,Kriti Chhetri,Female,Day,A,BICT,Running,,1125abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1126,2020,3292,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1126abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1127,2020,3293,,Kritika Singh,Female,Day,A,BICT,Running,,1127abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1128,2020,3294,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1128abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1129,2020,3295,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1129abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1130,2020,3296,,Manjari Lohani,Female,Day,A,BICT,Running,,1130abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1131,2020,3297,,Miksee Rai,Female,Day,A,BICT,Running,,1131abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1132,2020,3298,,Nigesh Pun,Female,Day,A,BICT,Running,,1132abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1133,2020,3299,,Nishant Bhandari,Female,Day,A,BICT,Running,,1133abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1134,2020,3300,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1134abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1135,2020,3301,,Piya Gurung,Female,Day,A,BICT,Running,,1135abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1136,2020,3302,,Poshan Gurung,Female,Day,A,BICT,Running,,1136abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1137,2020,3303,,Prasansha Subba,Female,Day,A,BICT,Running,,1137abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1138,2020,3304,,Pritishma Shah,Female,Day,A,BICT,Running,,1138abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1139,2020,3305,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1139abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1140,2020,3306,,Sarika Koirala,Female,Day,A,BICT,Running,,1140abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1141,2020,3307,,Sarthak Thapa,Female,Day,A,BICT,Running,,1141abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1142,2020,3308,,Shruti Chhetri,Female,Day,A,BICT,Running,,1142abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1143,2020,3309,,Smriti K.C.,Female,Day,A,BICT,Running,,1143abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1144,2020,3310,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1144abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1145,2020,3311,,Sulav Shrestha,Female,Day,A,BICT,Running,,1145abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1146,2020,3312,,Vijita Raut,Female,Day,A,BICT,Running,,1146abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1147,2020,3313,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1147abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1148,2020,3314,,Aakash Pal,Female,Day,A,BICT,Running,,1148abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1149,2020,3315,,Aayusha Karki,Female,Day,A,BICT,Running,,1149abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1150,2020,3316,,Amogh Guragai,Female,Day,A,BICT,Running,,1150abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1151,2020,3317,,Ashish Sherpa,Female,Day,A,BICT,Running,,1151abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1152,2020,3318,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1152abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1153,2020,3319,,Barish Rai,Female,Day,A,BICT,Running,,1153abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1154,2020,3320,,Denisha Basnet,Female,Day,A,BICT,Running,,1154abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1155,2020,3321,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1155abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1156,2020,3322,,Jackson Shahi,Female,Day,A,BICT,Running,,1156abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1157,2020,3323,,Jaya Gupta,Female,Day,A,BICT,Running,,1157abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1158,2020,3324,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1158abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1159,2020,3325,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1159abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1160,2020,3326,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1160abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1161,2020,3327,,Krishna Nepal,Female,Day,A,BICT,Running,,1161abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1162,2020,3328,,Kriti Chhetri,Female,Day,A,BICT,Running,,1162abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1163,2020,3329,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1163abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1164,2020,3330,,Kritika Singh,Female,Day,A,BICT,Running,,1164abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1165,2020,3331,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1165abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1166,2020,3332,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1166abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1167,2020,3333,,Manjari Lohani,Female,Day,A,BICT,Running,,1167abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1168,2020,3334,,Miksee Rai,Female,Day,A,BICT,Running,,1168abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1169,2020,3335,,Nigesh Pun,Female,Day,A,BICT,Running,,1169abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1170,2020,3336,,Nishant Bhandari,Female,Day,A,BICT,Running,,1170abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1171,2020,3337,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1171abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1172,2020,3338,,Piya Gurung,Female,Day,A,BICT,Running,,1172abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1173,2020,3339,,Poshan Gurung,Female,Day,A,BICT,Running,,1173abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1174,2020,3340,,Prasansha Subba,Female,Day,A,BICT,Running,,1174abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1175,2020,3341,,Pritishma Shah,Female,Day,A,BICT,Running,,1175abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1176,2020,3342,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1176abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1177,2020,3343,,Sarika Koirala,Female,Day,A,BICT,Running,,1177abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1178,2020,3344,,Sarthak Thapa,Female,Day,A,BICT,Running,,1178abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1179,2020,3345,,Shruti Chhetri,Female,Day,A,BICT,Running,,1179abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1180,2020,3346,,Smriti K.C.,Female,Day,A,BICT,Running,,1180abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1181,2020,3347,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1181abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1182,2020,3348,,Sulav Shrestha,Female,Day,A,BICT,Running,,1182abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1183,2020,3349,,Vijita Raut,Female,Day,A,BICT,Running,,1183abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1184,2020,3350,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1184abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1185,2020,3351,,Aakash Pal,Female,Day,A,BICT,Running,,1185abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1186,2020,3352,,Aayusha Karki,Female,Day,A,BICT,Running,,1186abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1187,2020,3353,,Amogh Guragai,Female,Day,A,BICT,Running,,1187abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1188,2020,3354,,Ashish Sherpa,Female,Day,A,BICT,Running,,1188abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1189,2020,3355,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1189abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1190,2020,3356,,Barish Rai,Female,Day,A,BICT,Running,,1190abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1191,2020,3357,,Denisha Basnet,Female,Day,A,BICT,Running,,1191abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1192,2020,3358,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1192abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1193,2020,3359,,Jackson Shahi,Female,Day,A,BICT,Running,,1193abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1194,2020,3360,,Jaya Gupta,Female,Day,A,BICT,Running,,1194abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1195,2020,3361,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1195abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1196,2020,3362,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1196abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1197,2020,3363,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1197abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1198,2020,3364,,Krishna Nepal,Female,Day,A,BICT,Running,,1198abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1199,2020,3365,,Kriti Chhetri,Female,Day,A,BICT,Running,,1199abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1200,2020,3366,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1200abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1201,2020,3367,,Kritika Singh,Female,Day,A,BICT,Running,,1201abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1202,2020,3368,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1202abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1203,2020,3369,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1203abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1204,2020,3370,,Manjari Lohani,Female,Day,A,BICT,Running,,1204abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1205,2020,3371,,Miksee Rai,Female,Day,A,BICT,Running,,1205abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1206,2020,3372,,Nigesh Pun,Female,Day,A,BICT,Running,,1206abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1207,2020,3373,,Nishant Bhandari,Female,Day,A,BICT,Running,,1207abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1208,2020,3374,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1208abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1209,2020,3375,,Piya Gurung,Female,Day,A,BICT,Running,,1209abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
1210,2020,3376,,Poshan Gurung,Female,Day,A,BICT,Running,,1210abc@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
